Order ID,Customer Name,Segment,City,State,Country,Region,Product Name,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Salesperson,Order Date,Ship Date,Ship Mode,Payment
CA-2022-000411,Zuschuss Donatelli,Corporate,San Francisco,California,United States,West,Xerox 1967,office supplies,Paper,7,6.13,,42.91,Farah,11/18/2022,2022-11-24,Standard Class,PayPal
CA-2024-000097,Andrew Allen,Consumer,Concord,North Carolina,United States,East,Hon 5400 Series Chair,Chairs,Chairs,11,214.5,0.1,2123.55,Carlos,2022-07-14,2022-07-17,Same Day,
CA-2021-001454,Priya Kumaran,Corporate,Austin,Texas,United States,South,Fellowes PB500 Binder,office supplies,Binders,7,209.08,0.0,1463.56,Carlos,"Feb 24, 2023",2023-02-27,First Class,Credit Card
CA-2024-001455,Andrew Allen,Consumer,Concord,North Carolina,United States,,Ikea Galant Desk,furniture,Tables,5,338.65,0.0,1693.25,Farah,"Sep 05, 2024",2024-09-07,First Class,Bank Transfer
CA-2023-000157,Irene Maddox,Consumer,Seattle,Washington,United States,East,Fellowes PB500 Binder,OFFICE SUPPLIES,Binders,4,$199.00,0.1,716.4,Carlos,"April 28, 2022",2022-05-03,First Class,Debit Card
CA-2021-000420,Neil French,Corporate,Dover,Delaware,United States,Central,Canon PC1080F Copier,Technology,Copiers,12,527.96,0.0,6335.52,Carlos,"September 07, 2022",2022-09-13,Same Day,Bank Transfer
CA-2023-001821,Julia West,Home Office,Charlotte,North Carolina,United States,Central,Hon 5400 Series Chair,Chairs,Chairs,11,228.95,0.0,2518.45,Diana,"Oct 20, 2023",2023-10-27,First Class,Credit Card
CA-2022-000478,Zuschuss Donatelli,Corporate,San Francisco,California,United States,West,Hon 5400 Series Chair,Chairs,Chairs,14,189.61,0.1,2389.09,Ethan,"May 21, 2022",2022-05-24,Standard Class,PayPal
CA-2021-001875,Neil French,Corporate,Dover,Delaware,United States,South,Dell XPS 15 Laptop,technology,Machines,15,1166.12,0.3,12244.26,,"July 15, 2021",2021-07-17,Same Day,Credit Card
CA-2022-000669,Ranjit Bhatia,Consumer,Houston,Texas,United States,South,Fellowes PB500 Binder,OFFICE SUPPLIES,Binders,15,182.64,0.3,1917.72,Farah,03/18/2024,2024-03-22,First Class,Credit Card
CA-2024-001048,Ahmed Hassan,Consumer,New York,New York,United States,,Logitech MX Master Mouse,technology,Accessories,4,92.02,,368.08,Bob,"Jul 27, 2024",2024-08-01,Second Class,Net 30
CA-2022-001892,Julia West,Home Office,Charlotte,North Carolina,United States,East,Ikea Galant Desk,Furniture,Tables,14,313.36,0.3,3070.93,Diana,"Aug 31, 2022",2022-09-04,Second Class,Bank Transfer
CA-2022-001311,Ranjit Bhatia,Consumer,Houston,Texas,United States,South,Xerox 1967,Office supplies ,Paper,15,6.7,0.0,100.5,Bob,"January 14, 2023",2023-01-20,Standard Class,Net 30
CA-2022-000448,Priya Kumaran,Corporate,Austin,Texas,United States,Central,Apple iPhone 14,TECHNOLOGY,Phones,1,816.6,0.2,653.28,Farah,"Nov 06, 2021",2021-11-13,Second Class,PayPal
CA-2023-000554,Neil French,Corporate,Dover,Delaware,United States,West,Avery Binders,Office Supplies,Binders,15,11.95,,125.47,Anna,"September 07, 2021",2021-09-12,Standard Class,PayPal
CA-2022-000179,Brosina Hoffman,Consumer,Los Angeles,California,United States,West,Ikea Galant Desk,furniture,Tables,9,311.17,0.1,2520.48,Carlos,"Jun 11, 2021",2021-06-15,Standard Class,Credit Card
CA-2024-000391,Harold Pawlan,Home Office,Fort Worth,Texas,United States,South,Apple iPhone 14,technology,Phones,2,789.51,0.3,1105.31,Farah,"Sep 25, 2021",2021-09-28,Second Class,Bank Transfer
CA-2024-000579,Pete Kriz,Consumer,Madison,Wisconsin,United States,West,Xerox 1967,OFFICE SUPPLIES,Paper,13,$6.75,0.2,70.2,Diana,"May 23, 2021",2021-05-25,Standard Class,PayPal
CA-2021-001746,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,East,Bush Somerset Bookcase,Bookcases,Bookcases,9,159.59,0.2,1149.05,Diana,"Jan 12, 2022",2022-01-19,Standard Class,PayPal
CA-2022-001813,Claire Gute,Consumer,Henderson,Kentucky,United States,West,Eldon File Cart,OFFICE SUPPLIES,Storage,5,24.37,0.0,121.85,Bob,"Oct 20, 2021",2021-10-25,Second Class,Bank Transfer
CA-2021-001299,Priya Kumaran,Corporate,Austin,Texas,United States,East,Dell XPS 15 Laptop,TECHNOLOGY,Machines,1,$1249.00,0.2,999.2,Carlos,2022-06-29,2022-07-02,Second Class,PayPal
CA-2022-001659,Pete Kriz,Consumer,Madison,Wisconsin,United States,West,Avery Binders,Office supplies ,Binders,7,$12.49,0.0,87.43,Bob,2024-02-06,2024-02-13,Same Day,Net 30
CA-2023-001230,Ranjit Bhatia,Consumer,Houston,Texas,United States,South,Fellowes PB500 Binder,Office supplies ,Binders,9,209.05,0.0,1881.45,Ethan,11/23/2021,2021-11-25,Standard Class,Debit Card
CA-2024-000821,Ahmed Hassan,Consumer,New York,New York,United States,West,Apple iPhone 14,Technology,Phones,13,801.94,0.0,10425.22,Diana,"June 25, 2024",2024-07-01,Standard Class,PayPal
CA-2022-001961,Harold Pawlan,Home Office,Fort Worth,Texas,United States,East,Avery Binders,Office Supplies,Binders,8,13.49,0.3,75.54,Carlos,2024-11-16,2024-11-23,First Class,Credit Card
CA-2024-001918,Brosina Hoffman,Consumer,Los Angeles,California,United States,South,Apple iPhone 14,TECHNOLOGY,Phones,2,859.44,0.0,1718.88,Diana,"November 12, 2023",2023-11-14,First Class,Debit Card
CA-2022-001633,Claire Gute,Consumer,Henderson,Kentucky,United States,Central,Canon PC1080F Copier,TECHNOLOGY,Copiers,11,533.72,0.0,5870.92,Diana,05/21/2021,2021-05-25,Same Day,Credit Card
CA-2024-000665,Neil French,Corporate,Dover,Delaware,United States,Central,Ikea Galant Desk,Furniture,Tables,2,290.94,0.0,581.88,Farah,02/28/2023,2023-03-06,First Class,Bank Transfer
CA-2022-000143,Claire Gute,Consumer,Henderson,Kentucky,United States,Central,Staples,office supplies,Fasteners,1,$2.99,0.0,2.99,Ethan,"Aug 29, 2023",2023-09-04,First Class,Debit Card
CA-2021-001531,Ranjit Bhatia,Consumer,Houston,Texas,United States,West,Xerox 1967,OFFICE SUPPLIES,Paper,3,6.84,0.0,20.52,Ethan,"May 07, 2023",2023-05-09,Second Class,Credit Card
CA-2024-001442,Zuschuss Donatelli,Corporate,San Francisco,California,United States,West,Fellowes PB500 Binder,Office Supplies,Binders,8,206.42,0.2,1321.09,Ethan,2021-07-13,2021-07-18,First Class,Net 30
CA-2023-000865,,Consumer,Fort Lauderdale,Florida,United States,West,Eldon File Cart,Office supplies ,Storage,1,20.8,0.0,20.8,Diana,"May 30, 2021",2021-06-02,Second Class,Net 30
CA-2021-000422,Ahmed Hassan,Consumer,New York,New York,United States,West,Dell XPS 15 Laptop,TECHNOLOGY,Machines,8,1227.51,0.3,6874.06,,"April 25, 2021",2021-05-01,First Class,Net 30
CA-2022-000637,Neil French,Corporate,Dover,Delaware,United States,West,Samsung 27in Monitor,Technology,Machines,7,362.3,0.0,2536.1,Carlos,2022-10-30,2022-11-05,Same Day,PayPal
CA-2024-001419,Brosina Hoffman,Consumer,Los Angeles,California,United States,East,Fellowes PB500 Binder,office supplies,Binders,13,193.43,0.0,2514.59,Diana,"December 10, 2023",2023-12-13,First Class,Bank Transfer
CA-2021-000800,Brosina Hoffman,Consumer,Los Angeles,California,United States,Central,Fellowes PB500 Binder,office supplies,Binders,6,197.11,0.2,946.13,Diana,"Nov 18, 2023",2023-11-21,Second Class,Net 30
CA-2024-001115,Ranjit Bhatia,Consumer,Houston,Texas,United States,Central,Fellowes PB500 Binder,Office supplies ,Binders,2,200.74,0.0,401.48,Bob,2022-05-18,2022-05-25,Same Day,Credit Card
CA-2023-000616,Ahmed Hassan,Consumer,New York,New York,United States,West,Ikea Galant Desk,FURNITURE,Tables,10,$320.50,0.3,2243.5,Anna,"Oct 15, 2024",2024-10-17,Standard Class,Credit Card
CA-2021-000295,Alejandro Grove,Consumer,West Jordan,Utah,United States,Central,Samsung 27in Monitor,technology,Machines,10,364.12,0.0,3641.2,,2023-07-16,2023-07-18,First Class,Bank Transfer
CA-2023-001577,Darrin Van Huff,Corporate,Los Angeles,California,United States,,Dell XPS 15 Laptop,technology,Machines,13,1259.82,0.0,16377.66,Carlos,"Jan 20, 2021",2021-01-24,Second Class,Credit Card
CA-2024-000940,Alejandro Grove,Consumer,West Jordan,Utah,United States,East,Dell XPS 15 Laptop, Technology,Machines,2,1370.12,0.0,2740.24,,"September 15, 2022",2022-09-19,Second Class,Bank Transfer
CA-2024-001923,Harold Pawlan,Home Office,Fort Worth,Texas,United States,Central,Avery Binders,office supplies,Binders,12,$12.49,0.0,149.88,Carlos,05/11/2023,2023-05-16,Same Day,Credit Card
CA-2021-000089,Neil French,Corporate,Dover,Delaware,United States,East,Staples,Office supplies ,Fasteners,1,3.2,0.1,2.88,Carlos,"Nov 06, 2024",2024-11-08,Second Class,Credit Card
CA-2021-000042,Julia West,Home Office,Charlotte,North Carolina,United States,South,Xerox 1967,Office Supplies,Paper,14,6.25,0.2,70.0,Bob,"Dec 30, 2023",2024-01-01,Same Day,Debit Card
CA-2021-001820,Priya Kumaran,Corporate,Austin,Texas,United States,South,Bush Somerset Bookcase,Bookcases,Bookcases,1,135.5,0.0,135.5,Carlos,02/26/2023,2023-03-03,First Class,Net 30
CA-2022-001954,Irene Maddox,Consumer,Seattle,Washington,United States,East,Avery Binders,office supplies,Binders,14,12.98,0.0,181.72,Carlos,07/29/2023,2023-07-31,Same Day,Bank Transfer
CA-2023-000132,Harold Pawlan,Home Office,Fort Worth,Texas,United States,West,Samsung 27in Monitor, Technology,Machines,7,319.25,0.0,2234.75,,"Aug 08, 2024",2024-08-10,Second Class,Debit Card
CA-2021-001848,Irene Maddox,Consumer,Seattle,Washington,United States,West,Bush Somerset Bookcase,Bookcases,Bookcases,9,159.77,0.0,1437.93,Bob,"May 11, 2021",2021-05-15,First Class,Credit Card
CA-2022-001001,Ahmed Hassan,Consumer,New York,New York,United States,South,Logitech MX Master Mouse,technology,Accessories,10,82.19,,739.71,Bob,"Oct 15, 2021",2021-10-18,Same Day,PayPal
CA-2023-001171,Neil French,Corporate,Dover,Delaware,United States,East,Acco 5-Section Folders,OFFICE SUPPLIES,Storage,15,4.13,0.2,49.56,Anna,06/29/2021,2021-07-01,Standard Class,Credit Card
CA-2022-001874,Andrew Allen,Consumer,Concord,North Carolina,United States,South,Xerox 1967,Office Supplies,Paper,12,6.09,0.0,73.08,Carlos,04/19/2021,2021-04-22,First Class,Credit Card
CA-2023-001356,Andrew Allen,Consumer,Concord,North Carolina,United States,South,Staples,Office Supplies,Fasteners,10,3.12,0.0,31.2,Anna,"Jul 01, 2021",2021-07-07,Same Day,Bank Transfer
CA-2022-001513,Claire Gute,Consumer,Henderson,Kentucky,United States,Central,Apple iPhone 14,technology,Phones,4,729.34,,2917.36,Diana,2024-01-04,2024-01-08,Same Day,Net 30
CA-2023-000165,Neil French,Corporate,Dover,Delaware,United States,West,Logitech MX Master Mouse,technology,Accessories,9,87.82,0.0,790.38,Farah,"May 22, 2022",2022-05-27,Standard Class,Credit Card
CA-2023-000725,Darrin Van Huff,Corporate,Los Angeles,California,United States,East,Hon 5400 Series Chair,Chairs,Chairs,7,229.0,0.0,1603.0,Ethan,"December 08, 2021",2021-12-14,Standard Class,Debit Card
CA-2024-000291,Irene Maddox,Consumer,Seattle,Washington,United States,,Acco 5-Section Folders,office supplies,Storage,11,3.95,0.2,34.76,Bob,2024-06-09,2024-06-11,Standard Class,PayPal
CA-2022-001885,Irene Maddox,Consumer,Seattle,Washington,United States,Central,Canon PC1080F Copier,technology,Copiers,9,517.9,0.1,4194.99,Bob,"September 18, 2021",2021-09-25,Same Day,PayPal
CA-2022-001550,Ranjit Bhatia,Consumer,Houston,Texas,United States,East,Acco 5-Section Folders,OFFICE SUPPLIES,Storage,12,4.32,0.0,51.84,Ethan,2024-07-24,2024-07-30,Second Class,PayPal
CA-2021-001917,Alejandro Grove,Consumer,West Jordan,Utah,United States,Central,Staples,Office Supplies,Fasteners,10,3.0,0.0,30.0,Anna,2021-09-19,2021-09-25,First Class,Net 30
CA-2024-001114,Irene Maddox,Consumer,Seattle,Washington,United States,East,Staples,OFFICE SUPPLIES,Fasteners,5,3.21,0.1,14.45,Diana,"Jan 09, 2024",2024-01-11,Standard Class,PayPal
CA-2022-001506,Harold Pawlan,Home Office,Fort Worth,Texas,United States,Central,Fellowes PB500 Binder,Office Supplies,Binders,2,$199.00,0.2,318.4,Anna,2022-04-03,2022-04-09,Second Class,Credit Card
CA-2021-000779,Brosina Hoffman,Consumer,Los Angeles,California,United States,West,Acco 5-Section Folders,OFFICE SUPPLIES,Storage,15,3.99,0.0,59.85,Farah,2023-02-14,2023-02-18,Standard Class,Bank Transfer
CA-2021-000840,Neil French,Corporate,Dover,Delaware,United States,West,Staples,OFFICE SUPPLIES,Fasteners,1,2.85,0.0,2.85,Diana,05/02/2021,2021-05-05,Standard Class,Bank Transfer
CA-2021-000349,Irene Maddox,Consumer,Seattle,Washington,United States,South,Xerox 1967,Office Supplies,Paper,13,$6.75,0.0,87.75,Carlos,"Oct 16, 2024",2024-10-23,First Class,PayPal
CA-2021-001965,Ahmed Hassan,Consumer,New York,New York,United States,East,Ikea Galant Desk,furniture,Tables,9,329.85,0.0,2968.65,,2023-09-18,2023-09-25,Same Day,PayPal
CA-2024-000572,Julia West,Home Office,Charlotte,North Carolina,United States,South,Logitech MX Master Mouse,Technology,Accessories,2,83.31,,166.62,Carlos,"Nov 17, 2021",2021-11-23,Second Class,Debit Card
CA-2023-000918,Pete Kriz,Consumer,Madison,Wisconsin,United States,Central,Samsung 27in Monitor,TECHNOLOGY,Machines,10,354.3,0.1,3188.7,Diana,03/29/2023,2023-04-03,Same Day,Net 30
CA-2022-000988,Ahmed Hassan,Consumer,New York,New York,United States,South,Eldon File Cart,Office Supplies,Storage,5,20.82,0.0,104.1,Anna,"Nov 11, 2022",2022-11-13,Same Day,Bank Transfer
CA-2023-001907,Irene Maddox,Consumer,Seattle,Washington,United States,Central,Xerox 1967,office supplies,Paper,6,6.96,0.3,29.23,Diana,2022-10-01,2022-10-03,Standard Class,PayPal
CA-2024-000957,Brosina Hoffman,Consumer,Los Angeles,California,United States,South,Apple iPhone 14,TECHNOLOGY,Phones,4,764.52,0.3,2140.66,Ethan,09/02/2021,2021-09-09,Standard Class,Bank Transfer
CA-2022-001606,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,East,Bush Somerset Bookcase,Bookcases,Bookcases,3,141.57,0.0,424.71,Ethan,2021-03-22,2021-03-26,Standard Class,Net 30
CA-2024-001329,Andrew Allen,Consumer,Concord,North Carolina,United States,East,Cisco TelePresence,TECHNOLOGY,Phones,3,$3999.00,0.2,9597.6,Farah,"February 01, 2022",2022-02-08,Standard Class,Debit Card
CA-2023-001888,Zuschuss Donatelli,Corporate,San Francisco,California,United States,West,Hon 5400 Series Chair,Chairs,Chairs,10,214.87,0.2,1718.96,Farah,"Sep 08, 2024",2024-09-10,Standard Class,Credit Card
CA-2021-000137,Irene Maddox,Consumer,Seattle,Washington,United States,Central,Ikea Galant Desk,furniture,Tables,3,334.5,0.3,702.45,Bob,12/09/2022,2022-12-14,Same Day,Credit Card
CA-2024-000459,Zuschuss Donatelli,Corporate,San Francisco,California,United States,Central,Logitech MX Master Mouse,Technology,Accessories,5,81.33,,365.99,Bob,2021-11-01,2021-11-08,First Class,PayPal
CA-2023-000376,Alejandro Grove,Consumer,West Jordan,Utah,United States,West,Apple iPhone 14, Technology,Phones,9,750.35,,6753.15,Anna,"January 19, 2024",2024-01-23,Second Class,PayPal
CA-2023-001354,Alejandro Grove,Consumer,West Jordan,Utah,United States,South,Staples,Office Supplies,Fasteners,7,2.97,0.0,20.79,Anna,"Jan 04, 2022",2022-01-07,Standard Class,Debit Card
CA-2024-000334,Alejandro Grove,Consumer,West Jordan,Utah,United States,Central,Samsung 27in Monitor, Technology,Machines,2,$349.00,0.3,488.6,Anna,2021-09-24,2021-09-30,Same Day,Debit Card
CA-2024-001318,Claire Gute,Consumer,Henderson,Kentucky,United States,Central,Dell XPS 15 Laptop,technology,Machines,4,1272.95,0.2,4073.44,,2023-10-17,2023-10-24,Second Class,Debit Card
CA-2022-001170,Ahmed Hassan,Consumer,New York,New York,United States,East,Avery Binders,Office supplies ,Binders,15,13.26,0.3,139.23,Bob,2021-11-08,2021-11-10,First Class,Net 30
CA-2024-001778,Brosina Hoffman,Consumer,Los Angeles,California,United States,East,Staples,Office supplies ,Fasteners,15,3.28,0.0,49.2,Ethan,2022-06-24,2022-06-26,Same Day,Credit Card
CA-2021-001472,Priya Kumaran,Corporate,Austin,Texas,United States,West,Xerox 1967,Office Supplies,Paper,14,6.8,,95.2,Diana,2023-01-23,2023-01-27,Second Class,Debit Card
CA-2024-000817,Julia West,Home Office,Charlotte,North Carolina,United States,South,Canon PC1080F Copier,technology,Copiers,7,457.16,0.0,3200.12,Diana,"March 07, 2021",2021-03-12,Standard Class,Net 30
CA-2022-001125,Brosina Hoffman,Consumer,Los Angeles,California,United States,West,Acco 5-Section Folders,office supplies,Storage,8,4.01,0.0,32.08,Anna,2023-03-06,2023-03-12,Same Day,Bank Transfer
CA-2024-002000,Irene Maddox,Consumer,Seattle,Washington,United States,East,Logitech MX Master Mouse,Technology,Accessories,9,$89.99,0.0,809.91,Diana,"May 29, 2021",2021-06-05,First Class,PayPal
CA-2024-001876,Darrin Van Huff,Corporate,Los Angeles,California,United States,West,Dell XPS 15 Laptop, Technology,Machines,2,1308.59,0.2,2093.74,Bob,2021-10-18,2021-10-20,Second Class,Debit Card
CA-2024-000987,Ahmed Hassan,Consumer,New York,New York,United States,West,Bush Somerset Bookcase,Bookcases,Bookcases,3,155.05,0.0,465.15,Carlos,01/18/2023,2023-01-20,Same Day,Net 30
CA-2024-001458,Neil French,Corporate,Dover,Delaware,United States,West,Bush Somerset Bookcase,Bookcases,Bookcases,14,157.27,0.0,2201.78,Farah,"Dec 30, 2023",2024-01-06,Second Class,Net 30
CA-2021-000911,Andrew Allen,Consumer,Concord,North Carolina,United States,East,Bush Somerset Bookcase,Bookcases,Bookcases,6,$145.99,0.1,788.35,Anna,2024-03-09,2024-03-16,Second Class,Credit Card
CA-2021-001950,Claire Gute,Consumer,Henderson,Kentucky,United States,West,Cisco TelePresence,TECHNOLOGY,Phones,10,$3999.00,0.2,31992.0,Farah,"May 08, 2023",2023-05-12,Standard Class,PayPal
CA-2023-001656,Zuschuss Donatelli,Corporate,San Francisco,California,United States,East,Eldon File Cart,office supplies,Storage,8,23.24,0.0,185.92,Farah,"Aug 03, 2021",2021-08-10,First Class,Credit Card
CA-2021-000329,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,South,Xerox 1967,OFFICE SUPPLIES,Paper,3,7.04,0.0,21.12,Farah,"Sep 15, 2024",2024-09-18,Same Day,PayPal
CA-2022-001044,Irene Maddox,Consumer,Seattle,Washington,United States,West,Hon 5400 Series Chair,Chairs,Chairs,4,191.37,0.1,688.93,Carlos,2021-11-10,2021-11-14,Same Day,Credit Card
CA-2022-000319,Pete Kriz,Consumer,Madison,Wisconsin,United States,Central,Dell XPS 15 Laptop,Technology,Machines,6,$1249.00,0.3,5245.8,Diana,"April 26, 2022",2022-04-28,Same Day,Net 30
CA-2023-001544,Priya Kumaran,Corporate,Austin,Texas,United States,West,Avery Binders,Office Supplies,Binders,1,11.36,0.0,11.36,Diana,07/08/2022,2022-07-11,Second Class,Bank Transfer
CA-2023-001371,Harold Pawlan,Home Office,Fort Worth,Texas,United States,East,Dell XPS 15 Laptop,TECHNOLOGY,Machines,4,1301.3,0.0,5205.2,Diana,"July 24, 2021",2021-07-30,Same Day,Credit Card
CA-2022-001750,Andrew Allen,Consumer,Concord,North Carolina,United States,South,Xerox 1967,office supplies,Paper,11,6.37,0.2,56.06,Carlos,2021-02-08,2021-02-14,Second Class,Credit Card
CA-2024-000168,Neil French,Corporate,Dover,Delaware,United States,East,Bush Somerset Bookcase,Bookcases,Bookcases,4,139.42,0.2,446.14,Carlos,04/26/2024,2024-05-03,Same Day,Bank Transfer
CA-2023-000013,Harold Pawlan,Home Office,Fort Worth,Texas,United States,East,Acco 5-Section Folders,Office Supplies,Storage,11,4.59,0.1,45.44,Ethan,09/05/2021,2021-09-08,Second Class,Bank Transfer
CA-2021-001947,Ranjit Bhatia,Consumer,Houston,Texas,United States,West,Dell XPS 15 Laptop,TECHNOLOGY,Machines,3,1222.25,0.0,3666.75,Diana,06/02/2023,2023-06-07,Second Class,Net 30
CA-2022-000172,Ahmed Hassan,Consumer,New York,New York,United States,,Canon PC1080F Copier, Technology,Copiers,12,$499.00,0.1,5389.2,Carlos,05/12/2022,2022-05-19,Same Day,PayPal
CA-2022-000650,Claire Gute,Consumer,Henderson,Kentucky,United States,East,Ikea Galant Desk,Furniture,Tables,1,$320.50,0.1,288.45,Anna,"February 18, 2022",2022-02-21,Same Day,Credit Card
CA-2024-001754,Brosina Hoffman,Consumer,Los Angeles,California,United States,East,Bush Somerset Bookcase,Bookcases,Bookcases,6,152.19,0.1,821.83,Diana,11/08/2021,2021-11-11,Same Day,PayPal
CA-2024-000261,Zuschuss Donatelli,Corporate,San Francisco,California,United States,East,Samsung 27in Monitor, Technology,Machines,2,374.65,0.0,749.3,Bob,"Apr 22, 2023",2023-04-26,First Class,PayPal
CA-2024-001224,Priya Kumaran,Corporate,Austin,Texas,United States,South,Ikea Galant Desk,FURNITURE,Tables,2,296.58,0.0,593.16,,2022-04-16,2022-04-23,Second Class,Credit Card
CA-2022-001422,Julia West,Home Office,Charlotte,North Carolina,United States,West,Staples,office supplies,Fasteners,7,3.06,0.0,21.42,Farah,"Jun 13, 2021",2021-06-17,Standard Class,Bank Transfer
CA-2023-000902,Andrew Allen,Consumer,Concord,North Carolina,United States,,Bush Somerset Bookcase,Bookcases,Bookcases,13,$145.99,0.2,1518.3,Ethan,"Mar 17, 2023",2023-03-22,First Class,Bank Transfer
CA-2021-000673,Darrin Van Huff,Corporate,Los Angeles,California,United States,East,Dell XPS 15 Laptop,TECHNOLOGY,Machines,1,1243.48,0.3,870.44,Anna,2021-07-26,2021-07-28,Second Class,Bank Transfer
CA-2023-000259,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,East,Staples,OFFICE SUPPLIES,Fasteners,7,$2.99,0.3,14.65,Anna,06/11/2023,2023-06-14,Same Day,Bank Transfer
CA-2022-000845,,Corporate,Los Angeles,California,United States,South,Staples,OFFICE SUPPLIES,Fasteners,3,2.86,0.0,8.58,Diana,12/18/2022,2022-12-24,Standard Class,Credit Card
CA-2021-000868,Irene Maddox,Consumer,Seattle,Washington,United States,South,Hon 5400 Series Chair,Chairs,Chairs,3,213.7,0.0,641.1,Carlos,"Apr 21, 2022",2022-04-25,First Class,PayPal
CA-2024-001205,Pete Kriz,Consumer,Madison,Wisconsin,United States,West,Xerox 1967,OFFICE SUPPLIES,Paper,3,7.14,0.0,21.42,Farah,"Oct 28, 2022",2022-11-02,Second Class,Debit Card
CA-2024-000139,Ranjit Bhatia,Consumer,Houston,Texas,United States,West,Xerox 1967,Office supplies ,Paper,8,6.71,0.0,53.68,Bob,2023-10-16,2023-10-18,First Class,Credit Card
CA-2023-000894,Pete Kriz,Consumer,Madison,Wisconsin,United States,East,Xerox 1967,Office Supplies,Paper,11,6.73,0.3,51.82,Diana,"Jan 26, 2024",2024-01-31,First Class,Net 30
CA-2021-001856,Julia West,Home Office,Charlotte,North Carolina,United States,South,Apple iPhone 14,TECHNOLOGY,Phones,7,739.56,0.3,3623.84,Carlos,"July 18, 2024",2024-07-24,Standard Class,PayPal
CA-2024-000550,Harold Pawlan,Home Office,Fort Worth,Texas,United States,Central,Xerox 1967,OFFICE SUPPLIES,Paper,5,$6.75,0.0,33.75,Carlos,"September 19, 2021",2021-09-24,First Class,Bank Transfer
CA-2021-000320,Zuschuss Donatelli,Corporate,San Francisco,California,United States,Central,Acco 5-Section Folders,office supplies,Storage,5,3.95,,15.8,Bob,"Jan 17, 2023",2023-01-21,Second Class,PayPal
CA-2024-001541,Brosina Hoffman,Consumer,Los Angeles,California,United States,South,Samsung 27in Monitor,Technology,Machines,2,347.99,0.2,556.78,Bob,2024-03-09,2024-03-16,Same Day,Bank Transfer
CA-2022-001987,Ranjit Bhatia,Consumer,Houston,Texas,United States,West,Dell XPS 15 Laptop,Technology,Machines,5,1159.88,0.0,5799.4,Carlos,04/01/2023,2023-04-08,Same Day,Debit Card
CA-2024-001188,,Consumer,Houston,Texas,United States,East,Samsung 27in Monitor,Technology,Machines,13,332.95,0.0,4328.35,Diana,"August 21, 2021",2021-08-26,First Class,Credit Card
CA-2024-000559,Ranjit Bhatia,Consumer,Houston,Texas,United States,West,Cisco TelePresence,TECHNOLOGY,Phones,13,3748.15,0.3,34108.17,Farah,2023-05-23,2023-05-25,Second Class,PayPal
CA-2024-000140,Claire Gute,Consumer,Henderson,Kentucky,United States,West,Apple iPhone 14,Technology,Phones,8,854.85,0.3,4787.16,Carlos,2023-08-22,2023-08-26,First Class,PayPal
CA-2021-001857,Darrin Van Huff,Corporate,Los Angeles,California,United States,Central,Hon 5400 Series Chair,Chairs,Chairs,1,228.83,0.0,228.83,Anna,2021-06-07,2021-06-13,Second Class,Net 30
CA-2024-000532,,Consumer,Fort Lauderdale,Florida,United States,East,Apple iPhone 14,Technology,Phones,3,$799.99,0.0,2399.97,Anna,09/10/2024,2024-09-16,Standard Class,Net 30
CA-2021-000225,Pete Kriz,Consumer,Madison,Wisconsin,United States,East,Dell XPS 15 Laptop,TECHNOLOGY,Machines,9,1329.56,0.0,11966.04,,12/08/2021,2021-12-12,Same Day,Net 30
CA-2023-000724,Julia West,Home Office,Charlotte,North Carolina,United States,Central,Hon 5400 Series Chair,Chairs,Chairs,13,219.27,0.0,2850.51,Diana,"Sep 19, 2021",2021-09-22,Standard Class,PayPal
CA-2021-000787,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,East,Fellowes PB500 Binder,Office supplies ,Binders,1,189.17,0.1,170.25,Bob,"August 25, 2022",2022-08-31,First Class,PayPal
CA-2022-001737,Priya Kumaran,Corporate,Austin,Texas,United States,South,Bush Somerset Bookcase,Bookcases,Bookcases,15,134.89,0.0,2023.35,Anna,"May 08, 2023",2023-05-15,Same Day,Credit Card
CA-2024-001019,Alejandro Grove,Consumer,West Jordan,Utah,United States,Central,Dell XPS 15 Laptop,Technology,Machines,2,1157.7,0.3,1620.78,Anna,05/21/2022,2022-05-27,Second Class,Net 30
CA-2023-000410,Irene Maddox,Consumer,Seattle,Washington,United States,East,Logitech MX Master Mouse, Technology,Accessories,11,95.33,0.3,734.04,Ethan,2021-09-11,2021-09-13,Same Day,Bank Transfer
CA-2023-000326,Claire Gute,Consumer,Henderson,Kentucky,United States,East,Acco 5-Section Folders,Office Supplies,Storage,4,4.5,0.1,16.2,Farah,2023-08-20,2023-08-25,First Class,Net 30
CA-2024-001191,Sean O'Donnell,Consumer,Fort Lauderdale,Florida,United States,South,Canon PC1080F Copier, Technology,Copiers,10,526.29,0.3,3684.03,Carlos,11/29/2024,2024-12-01,First Class,Debit Card
CA-2022-000300,Julia West,Home Office,Charlotte,North Carolina,United States,Central,Fellowes PB500 Binder,office supplies,Binders,12,212.65,0.2,2041.44,Farah,10/05/2022,2022-10-12,First Class,Debit Card
